notes,has_complication,ssn,hospital
high risk,False,189-77-1655,AK
high risk,False,335-83-3815,AR
high risk,False,726-05-1833,AL
normal risk,False,758-39-2544,AR
high risk,False,528-58-7016,AL
high risk,False,812-21-6475,AL
high risk,False,371-68-9237,AR
high risk,False,592-32-6739,AK
normal risk,False,106-83-0357,AL
high risk,False,063-06-6878,AL
high risk,False,588-27-2162,AK
normal risk,True,760-89-0684,AR
high risk,False,371-45-5047,AR
high risk,True,716-95-9236,AR
high risk,False,695-02-2201,AR
high risk,True,527-09-7782,AR
high risk,False,297-42-8320,AR
high risk,False,130-14-4709,AL
normal risk,True,038-81-4148,AK
normal risk,False,838-98-3625,AZ
high risk,False,270-33-6052,AZ
normal risk,False,491-02-3105,AL
high risk,True,839-22-3857,AZ
normal risk,True,157-82-8339,AL
high risk,False,189-16-1186,AR
high risk,False,118-40-8680,AR
high risk,False,843-92-8405,AL
normal risk,False,359-87-4327,AZ
high risk,True,118-74-3609,AK
high risk,True,834-77-9940,AZ
normal risk,False,540-76-8534,AR
high risk,True,323-37-0126,AL
high risk,True,102-98-9148,AK
high risk,False,308-30-1395,AR
high risk,False,489-47-6454,AL
high risk,True,375-51-8563,AK
normal risk,False,677-55-7709,AR
high risk,False,009-02-7152,AL
normal risk,False,362-46-3759,AR
high risk,False,290-03-8807,AR
normal risk,True,030-05-5367,AL
normal risk,False,700-85-0303,AL
high risk,True,453-88-7262,AR
high risk,True,610-47-2952,AK
high risk,False,702-53-4432,AZ
high risk,False,829-83-0900,AR
high risk,True,217-47-4247,AR
high risk,False,400-71-9836,AR
normal risk,False,422-80-9441,AL
high risk,False,503-41-1082,AR
high risk,True,742-62-9462,AK
normal risk,False,822-53-3403,AL
high risk,False,224-12-4551,AR
normal risk,True,804-38-8188,AZ
normal risk,False,205-51-1560,AR
high risk,False,079-66-8708,AK
high risk,False,131-29-9346,AK
normal risk,False,671-34-1525,AK
high risk,False,070-31-7752,AR
normal risk,False,564-71-7732,AK
high risk,False,622-54-4579,AK
normal risk,False,661-18-1430,AK
high risk,False,857-28-2719,AR
normal risk,True,681-62-0604,AL
high risk,False,497-91-1058,AR
high risk,False,759-59-8739,AK
high risk,False,109-63-9988,AZ
normal risk,False,076-54-1773,AK
high risk,True,339-45-8000,AR
high risk,False,235-58-6315,AK
high risk,False,224-86-5481,AR
high risk,True,766-36-1068,AK
normal risk,False,884-53-2037,AZ
normal risk,False,360-73-8872,AL
high risk,False,857-78-9094,AK
high risk,False,805-11-1511,AZ
high risk,False,395-35-4876,AK
high risk,True,262-24-6459,AZ
high risk,False,611-64-3526,AZ
normal risk,False,539-86-9058,AL
high risk,False,874-87-3157,AK
normal risk,True,539-82-4746,AL
high risk,True,359-43-0383,AR
high risk,False,038-22-2616,AK
high risk,True,500-40-5694,AR
high risk,True,424-41-5453,AZ
high risk,True,775-67-5908,AR
high risk,False,467-41-0550,AL
high risk,False,271-45-5814,AR
normal risk,False,792-30-9739,AR
high risk,False,101-08-9932,AL
normal risk,False,112-65-4694,AZ
high risk,False,460-15-3671,AK
high risk,False,799-40-0125,AZ
high risk,False,292-03-8174,AK
high risk,False,339-38-9344,AK
normal risk,False,780-81-0669,AR
normal risk,False,560-61-7801,AR
high risk,False,881-96-4281,AZ
high risk,False,811-59-5044,AL
high risk,False,078-81-1923,AR
high risk,False,854-87-3748,AK
normal risk,False,125-81-1684,AK
high risk,False,424-27-9613,AR
high risk,False,796-31-3329,AZ
high risk,True,218-39-3425,AK
high risk,False,217-40-6746,AL
high risk,False,529-90-4731,AZ
normal risk,False,535-66-4580,AR
high risk,False,753-04-4287,AK
high risk,True,051-87-2497,AZ
normal risk,False,317-10-1997,AL
normal risk,False,573-58-1936,AL
high risk,False,430-19-1836,AR
high risk,False,617-06-0267,AZ
high risk,False,754-73-3993,AR
high risk,True,077-43-2681,AZ
high risk,False,587-42-5285,AK
high risk,False,325-97-0871,AR
normal risk,True,250-11-5074,AL
high risk,False,343-61-9524,AL
high risk,False,440-11-5819,AR
high risk,False,513-96-0183,AL
high risk,False,135-87-2044,AL
high risk,False,360-06-7210,AK
high risk,False,764-84-1204,AL
high risk,False,767-68-0429,AR
high risk,False,558-78-6747,AL
high risk,False,548-09-4843,AK
high risk,False,118-58-1325,AZ
high risk,False,043-03-0317,AK
normal risk,True,620-73-8341,AR
high risk,False,679-54-8786,AZ
normal risk,False,714-87-2229,AL
high risk,False,468-24-0928,AK
high risk,False,402-33-4951,AZ
high risk,False,082-34-9535,AZ
high risk,True,647-43-7345,AZ
normal risk,False,099-32-9545,AL
high risk,True,147-82-4761,AL
normal risk,True,444-45-4351,AK
high risk,False,281-22-2880,AR
high risk,False,733-99-8798,AL
normal risk,False,899-02-0585,AZ
high risk,False,539-44-4773,AK
high risk,False,407-51-9893,AR
high risk,False,036-02-9783,AR
high risk,False,579-73-3425,AK
high risk,False,833-15-1954,AK
high risk,False,567-95-0115,AL
high risk,False,826-15-0892,AK
high risk,True,777-73-4735,AZ
high risk,False,351-58-2432,AZ
high risk,False,568-92-5170,AR
high risk,False,396-67-0073,AR
high risk,True,542-58-9669,AL
high risk,True,876-38-7896,AL
normal risk,False,325-95-5723,AK
high risk,True,169-55-5812,AK
high risk,False,090-61-6454,AK
normal risk,False,173-93-9037,AL
high risk,False,711-39-7036,AL
high risk,False,585-84-5845,AZ
normal risk,False,516-65-7621,AK
normal risk,False,661-96-6460,AR
high risk,False,351-13-3922,AL
high risk,True,344-90-8952,AK
high risk,False,588-72-7983,AZ
high risk,False,135-76-8792,AL
high risk,False,350-80-0650,AL
normal risk,False,761-80-6137,AL
high risk,False,588-33-5099,AR
normal risk,False,572-69-4118,AL
normal risk,True,103-41-0840,AZ
normal risk,True,684-06-3116,AL
high risk,False,515-56-4126,AL
high risk,True,378-33-1089,AR
high risk,False,603-98-4176,AZ
high risk,False,024-27-2426,AK
normal risk,False,420-99-2815,AL
high risk,False,122-04-1403,AK
high risk,False,832-37-0287,AZ
high risk,False,502-88-7046,AL
high risk,False,500-80-9284,AK
high risk,False,372-63-3725,AZ
high risk,False,836-65-0575,AK
high risk,False,860-78-3596,AR
normal risk,False,364-58-7961,AZ
high risk,False,867-01-8427,AL
high risk,True,309-81-0999,AK
normal risk,False,042-75-8099,AR
normal risk,False,074-87-6802,AZ
normal risk,True,390-53-2174,AK
high risk,True,314-91-5867,AZ
normal risk,False,664-06-4225,AL
normal risk,False,578-56-1326,AL
high risk,True,872-39-8895,AR
high risk,False,409-17-0156,AZ
high risk,False,139-73-6900,AZ
normal risk,True,739-20-5629,AZ
high risk,False,639-32-1532,AZ
normal risk,False,031-56-8103,AL
high risk,False,534-27-0160,AZ
normal risk,False,898-46-1331,AR
high risk,True,785-65-6166,AR
normal risk,False,011-26-8242,AK
high risk,False,448-29-5827,AK
high risk,False,794-25-2057,AL
high risk,False,334-70-9907,AK
high risk,True,654-73-3940,AZ
normal risk,False,723-04-5143,AR
high risk,False,196-13-8174,AL
high risk,False,252-04-8409,AZ
normal risk,False,238-65-4177,AZ
high risk,False,137-08-4280,AL
normal risk,False,164-56-9008,AR
normal risk,True,560-65-3700,AR
high risk,False,674-66-7936,AZ
high risk,True,397-22-9947,AR
normal risk,False,648-07-0795,AL
high risk,False,321-71-9327,AR
high risk,False,016-69-2011,AL
high risk,False,278-04-1729,AL
normal risk,False,866-96-1234,AZ
high risk,True,116-04-0723,AL
high risk,False,262-87-3774,AZ
high risk,False,755-96-1314,AZ
high risk,False,438-27-6188,AL
high risk,False,891-87-4640,AR
high risk,False,206-25-2835,AR
high risk,False,190-96-6246,AZ
high risk,True,678-14-7018,AK
high risk,False,601-72-8134,AL
high risk,False,623-41-5590,AZ
high risk,False,398-15-4433,AK
high risk,False,383-95-2982,AZ
high risk,True,714-81-0741,AZ
normal risk,False,870-91-7219,AL
high risk,False,136-57-2723,AR
high risk,True,796-16-5401,AR
high risk,True,284-84-2689,AR
high risk,False,592-67-0658,AZ
normal risk,True,693-75-1923,AR
high risk,False,326-24-5529,AK
high risk,True,701-87-6293,AK
high risk,True,564-06-6906,AK
high risk,False,253-48-5655,AR
normal risk,False,129-96-5046,AK
high risk,False,434-81-2568,AZ
normal risk,False,712-85-6389,AR
normal risk,False,443-11-9959,AZ
high risk,False,578-97-8639,AK
high risk,False,233-63-4149,AR
high risk,True,790-84-7627,AR
high risk,False,883-85-0576,AR
normal risk,True,317-91-2138,AL
normal risk,False,445-31-4034,AZ
high risk,False,619-42-4049,AR
high risk,True,645-27-4589,AK
high risk,False,448-02-6892,AK
high risk,False,109-83-2064,AZ
normal risk,False,874-99-7553,AR
high risk,False,806-97-3337,AL
normal risk,False,658-37-1682,AZ
high risk,False,564-98-1598,AK
high risk,False,173-50-9661,AK
high risk,False,486-07-6743,AZ
high risk,False,193-04-7680,AK
normal risk,True,608-06-2768,AK
normal risk,False,724-40-2686,AR
high risk,True,012-87-1785,AR
high risk,False,808-86-7022,AZ
normal risk,False,754-17-0794,AZ
normal risk,False,186-59-1532,AR
normal risk,False,690-79-3829,AK
high risk,False,761-43-6292,AL
high risk,False,108-20-2238,AK
normal risk,False,414-40-4340,AR
high risk,False,478-11-5275,AL
high risk,False,503-07-6038,AR
high risk,False,389-14-0167,AZ
normal risk,False,856-19-0075,AK
normal risk,False,741-04-5003,AZ
normal risk,False,595-38-2796,AL
high risk,True,289-36-5620,AZ
high risk,True,595-86-6962,AK
normal risk,True,205-98-8147,AZ
normal risk,False,519-66-5683,AL
high risk,False,812-76-2772,AR
high risk,False,489-19-3622,AL
normal risk,True,813-63-7707,AK
high risk,False,518-24-9379,AZ
high risk,False,886-61-7738,AK
high risk,False,568-99-5251,AL
high risk,False,225-64-5781,AZ
high risk,False,892-18-4233,AL
high risk,False,883-60-9055,AL
high risk,True,524-62-1116,AL
high risk,True,127-39-9072,AL
high risk,False,878-16-0341,AR
high risk,False,454-16-0871,AR
high risk,False,127-98-2150,AK
high risk,True,833-43-3209,AK
normal risk,False,702-49-4438,AZ
normal risk,False,580-63-5524,AL
high risk,False,445-40-8074,AK
high risk,False,313-87-8914,AZ
high risk,False,291-55-1201,AK
high risk,False,193-70-2966,AZ
high risk,False,889-93-6984,AL
high risk,True,640-22-8440,AL
normal risk,False,529-71-0341,AK
high risk,False,623-77-9122,AK
high risk,False,109-21-7639,AL
high risk,True,444-49-3903,AZ
normal risk,False,025-69-3604,AL
high risk,False,379-10-3040,AZ
high risk,False,844-40-7448,AR
high risk,False,557-81-9990,AK
high risk,False,139-11-6289,AK
high risk,False,087-08-6485,AL
high risk,False,855-39-8355,AR
high risk,False,721-64-5163,AK
high risk,False,698-13-9854,AK
normal risk,False,220-60-2763,AK
high risk,True,710-11-9729,AR
high risk,False,427-84-6492,AZ
high risk,False,395-03-6021,AL
normal risk,False,159-89-6626,AK
high risk,True,056-34-2760,AZ
normal risk,False,313-27-8779,AZ
high risk,False,862-34-2922,AL
normal risk,False,349-32-0672,AL
normal risk,True,816-61-7613,AR
high risk,True,888-72-0125,AR
normal risk,False,366-90-1417,AL
high risk,False,051-62-6121,AZ
high risk,True,167-89-1070,AL
normal risk,True,821-85-0950,AK
high risk,False,760-27-4636,AK
normal risk,False,643-21-6952,AL
high risk,False,809-17-1819,AK
high risk,True,801-64-5970,AR
high risk,False,079-32-2570,AR
normal risk,True,162-25-4652,AK
high risk,False,770-35-7614,AR
high risk,False,714-39-2873,AZ
high risk,False,158-94-3489,AK
normal risk,False,627-31-5401,AR
high risk,False,899-40-8705,AZ
high risk,False,127-03-2009,AZ
high risk,False,657-46-3603,AR
high risk,False,206-91-8314,AZ
high risk,False,435-69-5985,AZ
high risk,False,230-28-9661,AZ
high risk,False,280-72-9877,AK
high risk,True,695-93-0688,AR
high risk,True,425-51-6538,AK
high risk,True,485-54-6649,AR
high risk,True,445-56-1587,AL
high risk,True,217-36-7340,AZ
normal risk,True,604-02-5323,AZ
high risk,False,632-57-1658,AL
high risk,True,665-61-6515,AZ
high risk,False,132-57-1667,AK
high risk,False,562-55-9916,AZ
normal risk,False,160-53-1427,AL
high risk,False,728-63-7091,AZ
high risk,True,657-87-9853,AZ
high risk,True,163-88-6016,AL
high risk,False,804-30-5835,AL
high risk,False,668-60-9021,AL
high risk,False,752-90-3509,AR
high risk,True,090-53-8116,AL
high risk,False,705-77-6529,AZ
high risk,False,381-14-8252,AK
high risk,False,674-08-7424,AZ
high risk,False,237-45-1079,AZ
high risk,False,493-52-2129,AZ
high risk,False,785-62-4765,AK
high risk,False,430-49-2409,AZ
high risk,False,063-85-4230,AR
normal risk,False,849-23-8553,AR
normal risk,True,259-82-3456,AZ
high risk,False,390-21-3485,AK
high risk,True,016-58-8376,AR
normal risk,True,414-05-7252,AR
high risk,False,853-51-4543,AZ
high risk,False,523-89-1998,AZ
high risk,False,306-37-5590,AZ
high risk,True,192-04-4528,AK
high risk,False,522-94-4704,AR
high risk,False,742-93-7262,AL
normal risk,False,436-62-9099,AL
high risk,False,851-65-2694,AZ
normal risk,False,352-38-2074,AK
high risk,False,774-20-5477,AR
high risk,False,619-84-2888,AL
high risk,True,878-94-3869,AL
high risk,False,078-10-7019,AR
high risk,False,206-65-8629,AR
high risk,False,244-15-2831,AL
high risk,False,604-39-5774,AL
high risk,False,261-04-4151,AZ
high risk,False,736-47-9844,AK
high risk,False,601-88-6309,AZ
normal risk,True,190-07-9311,AZ
high risk,True,665-59-8377,AR
high risk,False,760-54-8881,AK
normal risk,False,355-69-1916,AR
high risk,False,092-61-6674,AL
normal risk,False,640-92-6402,AZ
high risk,True,539-14-3430,AK
high risk,True,653-46-2958,AR
normal risk,True,805-28-2304,AK
normal risk,False,113-25-1949,AL
high risk,True,261-86-0071,AL
normal risk,False,056-60-5659,AL
high risk,True,487-81-7151,AZ
high risk,True,015-11-4145,AR
high risk,False,579-69-5262,AZ
normal risk,False,215-96-1998,AK
high risk,False,128-05-8544,AR
high risk,False,073-25-9116,AZ
normal risk,False,342-58-8658,AR
high risk,False,588-72-2921,AK
normal risk,False,261-17-8684,AK
high risk,False,071-55-5714,AZ
high risk,False,577-27-6520,AR
normal risk,True,474-32-1105,AR
high risk,False,469-94-6617,AK
normal risk,True,360-24-9922,AZ
high risk,False,739-31-8752,AZ
normal risk,True,118-68-6096,AL
normal risk,True,546-63-6118,AL
high risk,False,858-06-1473,AZ
high risk,False,168-71-9434,AR
high risk,False,830-86-8599,AL
high risk,False,351-68-5550,AZ
high risk,False,729-32-9837,AL
normal risk,True,576-01-0569,AZ
high risk,False,589-38-7829,AZ
high risk,False,122-18-8125,AZ
high risk,False,861-94-5559,AZ
high risk,False,659-84-4384,AK
high risk,False,204-53-8624,AL
high risk,True,160-47-9653,AK
high risk,True,555-26-7593,AL
high risk,False,629-89-5855,AZ
normal risk,True,175-37-7112,AL
high risk,True,743-09-3807,AR
high risk,False,822-86-4610,AK
high risk,False,105-23-6476,AL
high risk,False,112-53-2558,AK
high risk,False,066-50-4024,AR
normal risk,True,813-36-8856,AL
normal risk,False,534-98-8507,AK
normal risk,False,385-98-3924,AK
high risk,True,870-84-3416,AK
high risk,True,693-70-9362,AR
normal risk,False,586-32-5249,AK
high risk,False,557-68-4134,AK
high risk,False,166-02-7042,AR
high risk,False,351-88-8641,AR
high risk,False,090-15-6181,AL
high risk,True,522-50-5775,AZ
high risk,True,885-47-9185,AR
normal risk,False,015-58-2236,AL
normal risk,False,073-72-0828,AZ
normal risk,False,454-78-9976,AR
high risk,True,549-75-1923,AR
high risk,True,112-01-6816,AK
normal risk,False,231-23-2549,AL
high risk,False,321-28-8144,AK
high risk,True,461-99-7049,AK
high risk,False,443-76-2557,AZ
high risk,False,348-32-0644,AZ
normal risk,False,261-48-7790,AR
normal risk,False,664-48-3834,AR
high risk,False,753-96-1113,AL
high risk,False,349-95-9535,AZ
normal risk,False,530-50-2943,AZ
normal risk,False,522-49-6189,AL
high risk,False,779-79-9906,AZ
high risk,False,196-79-4857,AR
normal risk,False,067-95-8166,AZ
high risk,True,733-01-3498,AL
normal risk,False,213-44-0529,AZ
normal risk,False,031-93-1109,AL
high risk,False,190-78-8654,AR
high risk,False,858-77-8310,AK
normal risk,False,529-89-3770,AR
high risk,True,331-44-1454,AZ
high risk,False,585-48-0055,AR
high risk,False,822-34-1913,AK
normal risk,True,698-39-0331,AZ
high risk,False,808-69-0289,AK
high risk,True,714-75-9431,AZ
high risk,False,176-29-9910,AK
high risk,False,771-88-0803,AK
high risk,False,810-79-0869,AL
normal risk,False,745-50-3872,AR
high risk,False,131-89-9963,AR
high risk,False,781-46-3393,AZ
high risk,True,304-30-7976,AZ
high risk,False,306-03-7084,AR
high risk,False,108-98-0441,AK
high risk,True,626-88-5680,AL
high risk,True,182-41-1560,AR
high risk,False,561-77-5534,AK
normal risk,False,044-24-4086,AZ
high risk,False,544-18-8997,AZ
high risk,False,366-68-3589,AK
high risk,False,580-39-4530,AR
high risk,False,318-97-6068,AR
high risk,False,255-87-4087,AR
high risk,False,246-59-7237,AL
normal risk,True,022-36-5495,AR
high risk,True,186-02-5290,AK
high risk,False,851-82-2071,AZ
high risk,True,738-15-6027,AR
normal risk,False,891-13-2326,AL
normal risk,False,584-10-7293,AK
high risk,True,766-17-7367,AL
normal risk,False,771-47-4082,AZ
high risk,False,810-90-9868,AK
high risk,False,116-27-4478,AR
high risk,False,651-18-8447,AR
normal risk,True,531-89-0322,AK
high risk,False,474-18-3003,AK
normal risk,False,035-91-2401,AZ
high risk,False,465-19-7450,AK
high risk,False,125-45-0615,AK
normal risk,False,733-24-3151,AZ
high risk,False,274-33-0277,AK
high risk,False,694-12-2281,AR
high risk,False,428-86-1430,AR
high risk,False,072-60-3125,AL
normal risk,False,800-59-7219,AK
high risk,True,692-42-1731,AZ
high risk,False,136-89-5083,AK
high risk,False,785-07-3199,AK
high risk,False,335-99-8612,AK
normal risk,True,806-35-0325,AR
normal risk,False,604-64-5890,AZ
high risk,False,404-93-3977,AL
high risk,False,474-90-3357,AR
high risk,True,191-93-5557,AZ
normal risk,False,193-79-1452,AL
high risk,False,634-98-7271,AK
high risk,False,002-49-7041,AL
normal risk,False,787-31-8746,AL
high risk,False,054-73-0770,AR
high risk,False,777-13-1948,AZ
high risk,False,667-64-7963,AL
high risk,False,083-34-4302,AR
normal risk,False,301-92-2256,AZ
high risk,False,673-85-8320,AR
high risk,False,376-29-6542,AK
high risk,False,096-09-6069,AR
normal risk,False,099-42-1021,AR
high risk,False,535-66-7966,AZ
high risk,False,856-45-3902,AZ
high risk,True,296-07-3118,AL
normal risk,False,819-76-0099,AL
high risk,True,052-31-4727,AL
normal risk,False,693-90-8517,AZ
normal risk,False,323-14-2763,AR
normal risk,False,477-14-7910,AL
high risk,False,191-87-5778,AL
high risk,False,112-05-9509,AR
normal risk,False,775-99-0777,AR
normal risk,False,713-29-9806,AZ
high risk,False,421-47-9812,AZ
normal risk,False,310-72-7985,AR
high risk,False,334-57-2826,AL
normal risk,False,817-27-4710,AL
high risk,True,415-78-2246,AR
high risk,False,154-71-4913,AK
high risk,False,006-84-7573,AK
normal risk,False,353-05-7193,AZ
high risk,False,491-01-9601,AK
normal risk,False,075-77-1594,AR
high risk,True,744-58-8189,AZ
normal risk,False,073-31-3526,AR
normal risk,True,059-54-6058,AK
high risk,False,777-29-3397,AK
normal risk,True,677-46-3080,AZ
high risk,False,292-51-6136,AL
normal risk,False,438-59-7724,AK
